12561 10
11833 0 1
9872 0 1
3237 0 1
1532 0 1
6739 0 1
4778 0 2
2620 6 1
1708 3 1
7810 4 1
11572 0 3
11922 6 1
10263 0 1
8558 0 1
4042 0 3
1057 0 1
7544 0 1
5599 0 1
7720 3 1
9060 3 1
6477 6 1
6909 3 1
9107 0 1
5551 1 1
3839 0 1
1878 0 1
8109 0 4
5124 0 1
2888 3 1
10417 3 1
10849 0 1
4729 3 1
12406 0 1
2253 0 3
292 0 3
1659 0 1
7890 0 4
5929 0 1
9487 3 1
11917 6 1
4809 4 1
3737 3 1
10621 5 1
9709 0 10
3058 0 15
73 0 1
6304 0 1
4359 0 2
5726 0 1
1529 5 1
10591 5 1
4985 0 5
7159 3 1
7221 4 1
12219 0 1
9234 0 4
2599 0 1
894 0 22
7125 0 2
4140 0 1
5596 3 1
10633 0 1
12000 0 3
10055 0 3
3404 0 1
1443 0 1
6906 0 38
4945 0 1
12140 0 22
8821 4 1
3238 7 1
5528 1 1
12474 6 1
3370 3 1
7921 4 1
10430 0 1
8469 0 7
9836 0 5
3185 0 3
1224 0 4
4408 5 1
5510 0 19
1656 3 1
1823 3 1
9802 3 2
1206 3 2
4390 4 1
11235 0 3
8250 0 11
3750 0 1
2045 0 6
7252 0 1
5291 0 13
7218 3 1
10760 0 1
9071 0 24
12317 0 2
2420 0 1
459 0 1
1570 0 1
8057 0 1
6096 0 1
2596 3 1
5671 3 1
2386 3 1
5029 6 1
11581 0 2
5461 3 1
2969 0 1
240 0 2
6487 0 1
4526 0 1
5637 0 1
4145 0 1
11547 1 1
8818 3 2
222 3 1
10930 5 1
3701 3 1
11362 0 7
9401 0 1
2766 0 1
805 0 1
6268 0 10
4307 0 20
188 6 1
8281 4 1
11927 0 1
10222 0 2
3571 0 1
586 0 1
6817 0 1
5112 0 1
8593 0 20
11408 6 1
5288 3 1
8846 4 1
10597 0 22
8636 0 1
9747 0 1
3096 0 1
1407 0 1
7638 0 19
4653 0 1
8602 3 1
11146 0 1
8417 0 9
3917 0 3
1956 0 1
7419 0 1
5458 0 25
4955 6 1
7385 1 1
10943 0 2
8982 0 21
12484 0 2
2331 0 3
3698 0 2
1737 0 4
7968 0 3
6023 0 3
7367 6 1
7950 3 1
768 2 1
11748 0 1
8763 0 1
2112 0 1
167 0 6
6654 0 1
7765 0 3
5804 0 1
7704 5 1
7292 0 1
4396 8 1
11307 3 1
2711 3 1
5770 3 1
11273 0 1
9568 0 2
2933 0 1
972 0 14
6179 0 4
4474 0 1
7635 5 1
8615 2 1
12094 0 1
10133 0 1
3482 0 1
753 0 1
6984 0 8
5039 0 1
303 4 1
6966 3 1
10508 0 1
11875 0 1
9914 0 19
3279 0 1
1318 0 1
6781 0 1
4820 0 1
7365 3 1
701 2 1
10323 3 1
10730 3 1
1602 6 1
4786 3 1
7258 3 1
10289 0 1
8328 0 2
4084 0 1
1099 0 26
7330 0 2
5625 0 11
9183 3 1
4050 3 1
3433 3 1
11110 0 1
9149 0 9
2498 0 22
3609 0 1
1904 0 1
8151 0 1
5166 0 1
3415 4 1
9115 1 1
951 2 1
11659 0 1
8930 0 1
2295 0 2
334 0 1
6565 0 12
7932 0 3
5971 0 1
5036 3 1
3196 4 1
4419 3 1
12414 3 1
7898 3 1
1818 5 1
7281 3 2
9495 0 20
2844 0 9
115 0 2
6346 0 1
4385 0 14
5752 0 1
3276 3 1
9717 1 1
7361 4 1
10805 3 1
12261 0 3
9276 0 2
2625 0 14
664 0 1
7167 0 1
4182 0 1
1096 3 1
1519 3 1
2607 1 1
10675 0 2
11786 0 1
10081 0 1
3446 0 1
1485 0 1
6692 0 1
4987 0 10
11332 3 1
9371 5 1
6482 4 1
10456 0 3
8511 0 1
3995 0 1
1266 0 1
7497 0 1
5536 0 25
9094 1 1
10438 3 1
5518 3 1
297 6 1
11021 0 1
8292 0 1
3776 0 2
1831 0 1
7294 0 10
5333 0 1
279 3 1
3141 3 1
10802 0 8
8841 0 1
12359 0 1
2206 0 6
501 0 13
1612 0 1
7843 0 12
6138 0 4
1578 3 1
12224 2 1
11623 0 1
9662 0 12
3011 0 1
26 0 7
6513 0 1
4552 0 5
5679 0 1
5469 4 1
1041 4 1
7528 4 1
10972 5 1
12172 0 28
9443 0 5
2792 0 1
847 0 23
7078 0 1
4349 0 1
9091 4 1
2774 3 1
11953 0 1
9992 0 3
3357 0 5
628 0 1
6859 0 1
4898 0 1
7291 5 1
1211 3 1
10230 3 1
1001 3 1
10383 0 1
8678 0 1
9789 0 30
3138 0 7
1177 0 26
7664 0 43
4695 0 1
12356 3 1
11188 0 1
8203 0 4
3959 0 4
1998 0 1
7205 0 11
5500 0 1
4661 3 1
10091 6 1
2407 3 1
764 4 1
10969 0 2
4849 3 1
12526 0 1
3422 5 1
412 0 1
1779 0 1
8010 0 1
6049 0 3
2866 0 7
11534 0 1
8805 0 2
2154 0 1
193 0 2
6424 0 2
5512 5 1
5846 0 1
12458 2 1
6856 3 1
10414 4 1
4726 4 1
11315 0 4
9354 0 5
2719 0 1
1014 0 1
6221 0 1
4260 0 1
4745 3 1
8146 4 1
6891 3 1
8641 6 1
12120 0 1
10175 0 1
3524 0 3
539 0 1
7026 0 25
5065 0 1
8623 3 1
5177 0 1
2873 3 1
10550 0 17
8589 0 1
9956 0 22
3305 0 12
1344 0 1
7591 0 1
4862 0 1
709 3 1
10331 0 21
8370 0 1
3870 0 1
1141 0 20
7372 0 1
5411 0 4
3426 4 1
12471 3 2
7162 4 1
10880 0 28
9191 0 1
12437 0 1
2540 0 2
3651 0 1
1690 0 1
8177 0 1
6492 0 1
6857 0 1
1011 5 1
1073 2 1
9692 3 1
11118 3 1
10245 3 1
3296 0 26
11701 0 1
8716 0 1
2065 0 1
11630 0 1
6607 0 1
7718 0 2
6013 0 4
959 3 1
8938 3 1
11482 0 3
9521 0 1
9855 5 1
2886 0 1
925 0 1
6388 0 1
4427 0 18
8320 0 1
12047 0 1
9318 0 23
2667 0 4
706 0 20
6937 0 36
4208 0 1
11528 6 1
4375 6 1
1623 4 1
4807 3 1
2633 1 1
7952 4 1
7237 6 1
10717 0 2
11828 0 1
9867 0 1
3216 0 6
1527 0 1
6734 0 1
4773 0 1
4071 3 1
3454 3 2
10242 0 1
8537 0 1
4037 0 1
1052 0 14
7539 0 4
5578 0 3
11063 0 1
9102 0 1
2451 0 1
3818 0 1
1857 0 1
8088 0 8
5375 0 39
6385 5 1
3315 6 1
7919 3 1
737 4 1
10844 0 9
8883 0 5
12385 0 1
2232 0 1
287 0 2
1654 0 1
7885 0 1
5924 0 1
11460 0 1
2664 3 1
2646 6 1
7234 5 1
9688 0 4
3053 0 1
68 0 1
6299 0 1
4594 0 1
5705 0 1
11832 0 21
9263 3 1
8568 4 1
1083 4 1
5609 4 1
9053 3 1
12214 0 2
9229 0 2
2578 0 1
873 0 1
7104 0 1
4135 0 1
5477 5 1
6503 6 1
6060 4 1
7518 6 1
11995 0 1
10034 0 1
3399 0 1
1438 0 1
6901 0 32
4940 0 6
204 4 1
10409 0 2
8448 0 1
9831 0 22
3180 0 1
1219 0 1
7450 0 1
4721 0 37
11932 0 1
6833 2 1
3146 3 2
10823 2 1
3553 3 1
11230 0 1
8245 0 1
3729 0 3
2024 0 2
7247 0 8
8652 6 1
1599 3 1
7213 1 1
9729 3 1
10755 0 1
9050 0 7
12296 0 2
2415 0 2
454 0 8
1565 0 1
8052 0 3
6091 0 4
5474 2 1
12177 6 1
11560 0 45
9615 0 1
2964 0 10
235 0 5
6466 0 1
4505 0 1
5872 0 1
1435 5 1
8381 4 1
11542 3 1
2162 3 1
4805 6 1
2313 3 2
11357 0 2
9396 0 1
2745 0 1
784 0 23
6263 0 2
4302 0 2
7781 2 1
4193 0 1
1701 4 1
8188 4 1
4069 6 1
11906 0 4
10201 0 1
3566 0 1
581 0 1
6812 0 4
5107 0 1
7244 3 2
8419 6 1
9081 4 1
10576 0 1
8631 0 19
9742 0 1
3091 0 15
1386 0 20
7617 0 1
4632 0 1
9118 5 1
10558 3 1
11141 0 1
8412 0 1
11918 6 1
3896 0 17
1951 0 1
7414 0 1
5453 0 1
717 4 1
6036 1 1
3261 3 1
10922 0 22
8961 0 1
12479 0 19
2326 0 33
3693 0 2
1732 0 10
7963 0 1
5234 0 1
6411 3 1
1019 2 2
8680 5 1
8758 0 11
2107 0 3
146 0 1
6633 0 1
7744 0 1
5799 0 1
5693 3 1
8267 4 1
6791 2 1
11268 0 12
9563 0 23
2912 0 7
967 0 1
6174 0 5
8628 3 1
3326 6 1
6941 6 1
12073 0 1
10112 0 33
3477 0 1
748 0 1
6979 0 1
5018 0 1
8992 4 1
1763 4 1
6033 4 1
10503 0 1
11870 0 1
9909 0 1
3258 0 1
1297 0 1
6760 0 1
4815 0 1
1729 5 1
7359 3 1
177 4 1
10284 0 1
8323 0 1
4079 0 24
1094 0 26
7325 0 19
5620 0 1
884 4 1
10250 3 1
998 4 1
6498 6 1
11089 0 1
12191 5 1
2493 0 1
3604 0 3
1899 0 1
8130 0 9
9560 3 3
3394 4 1
2891 2 1
11654 0 1
8925 0 1
2274 0 3
313 0 4
6544 0 1
7927 0 2
5966 0 1
1813 3 1
11435 0 2
9474 0 1
2839 0 8
110 0 1
6341 0 1
4380 0 1
5747 0 20
12048 3 1
5928 0 1
4602 3 1
12240 0 1
9271 0 1
2620 0 39
659 0 1
7146 0 33
4161 0 27
1091 5 1
12222 3 2
2586 3 1
11605 3 1
10670 0 2
11781 0 1
10076 0 1
10583 0 6
3425 0 15
1464 0 1
6687 0 1
4982 0 2
5761 3 1
9107 2 1
10451 0 11
8490 0 1
3990 0 1
1261 0 1
7492 0 22
5531 0 1
11380 3 1
11256 0 19
8287 0 5
9373 5 1
12557 0 1
3771 0 2
1810 0 1
11432 3 1
5312 0 3
9805 2 1
2836 3 1
10797 0 1
8836 0 1
12338 0 1
2185 0 1
480 0 1
1607 0 2
7838 0 1
6133 0 4
9708 0 1
9675 3 1
11602 0 1
9641 0 1
3006 0 1
21 0 1
6508 0 1
4547 0 2
5658 0 1
8423 4 1
5344 0 1
10633 6 1
1761 3 2
12167 0 2
9438 0 1
2787 0 2
826 0 1
10448 3 2
4328 0 16
8821 2 1
5528 3 2
1743 4 1
11948 0 1
9987 0 1
3336 0 3
623 0 1
6854 0 1
4893 0 22
3768 3 1
9802 1 1
11914 3 1
10618 0 1
8657 0 1
9768 0 3
3133 0 6
1172 0 16
7659 0 3
4674 0 1
1604 3 1
3716 1 1
7218 1 1
1394 3 1
11183 0 1
8198 0 2
3938 0 1
1977 0 6
7184 0 4
5495 0 1
6167 6 1
8039 3 1
10964 0 1
9003 0 19
12505 0 1
2352 0 1
407 0 1
1774 0 1
8005 0 12
6044 0 2
11769 0 1
8784 0 11
2149 0 1
188 0 1
6419 0 1
7786 0 1
5825 0 1
11648 3 2
5909 0 1
11310 0 1
9349 0 2
2698 0 1
993 0 11
6200 0 1
4255 0 16
8141 4 1
9571 1 1
6182 3 1
7700 5 1
10154 0 1
3519 0 3
534 0 1
7021 0 1
5060 0 1
9537 2 1
4428 5 1
9208 0 1
10563 3 2
5492 3 1
8417 6 1
10529 0 1
11896 0 1
9951 0 1
3300 0 3
1339 0 1
7570 0 1
9000 3 2
8351 6 1
10326 0 1
8365 0 3
3849 0 1
1120 0 1
7367 0 20
5406 0 29
3664 1 1
768 4 1
1102 3 1
1509 3 1
11131 0 20
9170 0 1
12416 0 1
2535 0 29
3646 0 2
1685 0 1
8172 0 15
5187 0 1
3436 4 1
7521 3 1
8711 0 1
2060 0 6
355 0 1
6586 0 1
7697 0 2
5992 0 1
2899 3 1
2282 3 2
11477 0 25
9516 0 20
2865 0 7
904 0 1
6383 0 1
4422 0 19
735 3 1
7284 4 1
9482 3 1
7398 4 1
4706 6 1
12282 0 8
9297 0 4
2662 0 24
701 0 19
6932 0 19
4203 0 1
11388 0 1
84 6 1
7364 3 1
4354 2 1
7154 3 1
10696 0 1
11823 0 16
9862 0 2
3211 0 5
1506 0 1
6713 0 1
4752 0 37
6519 4 1
7728 4 1
10493 0 1
8532 0 1
4016 0 3
1047 0 1
7534 0 5
5573 0 1
7302 6 1
7150 6 1
11042 0 1
8313 0 3
2446 0 17
3813 0 17
1852 0 1
8083 0 3
5354 0 3
8468 0 13
7281 1 1
4859 3 1
1201 3 2
10839 0 9
8878 0 1
12380 0 1
2227 0 1
266 0 3
1633 0 1
7864 0 1
5919 0 1
7470 0 22
10373 4 1
4367 3 1
12346 3 1
2625 6 1
11644 0 1
9683 0 1
3032 0 1
63 0 1
6294 0 1
4589 0 1
5700 0 22
11328 0 1
11610 3 2
7602 6 1
2397 3 2
12193 0 1
9464 0 10
2573 0 25
868 0 1
7099 0 1
4114 0 2
217 3 1
11990 0 1
10029 0 1
3378 0 24
1417 0 1
6880 0 1
4935 0 1
9412 6 1
4872 5 1
8080 3 1
11524 4 1
8984 3 1
4157 5 1
5518 1 1
10404 0 2
8699 0 1
9810 0 3
3175 0 1
1214 0 1
10836 3 1
4716 0 32
7732 2 1
12359 2 1
11209 0 20
8224 0 4
3724 0 2
2019 0 1
7226 0 14
5265 0 10
9079 3 2
3514 4 1
9662 6 1
11006 0 1
10094 5 1
12291 0 1
2394 0 21
433 0 1
1544 0 1
8047 0 21
6086 0 5
10654 4 1
11555 0 3
8826 0 2
2959 0 9
230 0 2
6461 0 1
4500 0 1
5867 0 1
4315 3 1
11336 0 21
9391 0 20
2740 0 6
779 0 1
6242 0 1
4281 0 1
3579 3 1
11318 3 1
2706 3 2
11725 3 1
8854 5 1
10196 0 1
3545 0 5
560 0 1
6807 0 1
5102 0 1
1159 3 2
7822 4 1
10571 0 1
8610 0 1
9977 0 1
3086 0 1
1381 0 1
7612 0 1
4627 0 1
7171 3 1
11895 3 1
7578 3 1
9008 2 1
10352 0 2
8407 0 1
3891 0 1
1930 0 1
7393 0 1
5432 0 3
2956 3 1
10951 3 1
6832 6 1
10917 0 28
9212 0 2
12458 0 9
2305 0 28
3672 0 1
1727 0 3
7958 0 18
5229 0 1
8771 3 1
9178 3 1
3654 3 1
11315 2 1
12052 3 1
11722 0 22
8737 0 2
2102 0 1
141 0 19
6628 0 1
7739 0 2
5778 0 1
1042 4 1
11519 0 2
9558 0 3
2907 0 1
946 0 19
6153 0 1
4448 0 1
36 8 1
7609 5 1
9900 0 1
5047 3 1
11409 4 1
12068 0 2
9339 0 17
3456 0 1
743 0 1
6974 0 4
5013 0 2
10834 4 1
2670 3 1
2821 3 1
10738 0 1
11849 0 21
9888 0 1
3253 0 1
1292 0 1
6755 0 2
4794 0 1
2636 6 1
1107 3 1
4291 6 1
10279 0 3
8574 0 37
4058 0 20
1073 0 1
7304 0 18
5615 0 2
7542 3 2
11084 0 2
9123 0 10
2472 0 34
3599 0 1
1894 0 1
8125 0 1
5140 0 1
2904 3 1
12012 3 1
2303 3 2
10433 3 1
11513 6 1
10865 0 27
8904 0 8
2269 0 1
308 0 2
6539 0 1
7906 0 24
5945 0 1
123 3 1
4727 4 1
3753 3 1
11430 0 1
9725 0 13
2818 0 4
89 0 3
6320 0 9
4375 0 16
5742 0 1
7237 4 1
12235 0 1
9250 0 27
2615 0 10
654 0 1
10276 3 1
4156 0 1
11583 0 1
10649 0 1
12016 0 1
10071 0 12
3420 0 25
1459 0 1
6666 0 1
4961 0 6
10446 0 1
8485 0 1
9852 0 1
3969 0 3
1240 0 1
7487 0 1
5526 0 14
8155 3 1
1222 3 2
10225 3 1
11251 0 1
8266 0 9
3766 0 1
1805 0 8
7268 0 1
5307 0 5
12367 3 1
10776 0 19
9087 0 1
12333 0 1
2180 0 3
475 0 1
1586 0 1
12232 3 1
6112 0 4
11631 3 1
8621 4 1
10102 4 1
12214 6 1
11597 0 1
9636 0 2
2985 0 1
0 0 3
6503 0 1
4542 0 1
5653 0 1
3417 5 1
7231 3 1
238 3 1
10946 5 1
1756 5 1
11378 0 3
9417 0 1
2782 0 10
821 0 1
7052 0 3
4323 0 1
204 6 1
6401 3 1
11943 0 6
10238 0 1
3331 0 2
602 0 1
6833 0 1
4872 0 23
1009 2 1
11424 6 1
11679 3 1
4703 3 1
11640 0 1
10613 0 18
8652 0 1
9763 0 1
3112 0 1
1167 0 3
7654 0 1
4669 0 1
11926 0 1
472 3 1
11514 4 1
9667 4 1
6522 4 1
3501 3 2
11162 0 3
8433 0 4
3933 0 5
1972 0 1
7179 0 1
5474 0 12
6500 3 1
11309 2 2
1938 3 1
10445 3 2
10959 0 31
8998 0 1
12500 0 9
2347 0 25
386 0 1
1753 0 3
7984 0 1
6039 0 20
12466 3 1
2313 1 1
11764 0 1
8779 0 1
2128 0 8
183 0 6
6414 0 1
7781 0 1
5820 0 1
8916 0 1
2727 3 1
11289 0 1
9584 0 4
2693 0 5
988 0 1
6195 0 1
8649 5 1
7537 0 1
12128 1 1
10116 3 2
12110 0 1
10149 0 1
3498 0 1
513 0 1
7000 0 1
5055 0 8
7176 3 1
7917 4 1
8298 6 1
6982 3 1
10524 0 1
11891 0 1
9930 0 2
3295 0 1
1334 0 1
7565 0 1
4836 0 1
2344 3 2
10339 3 1
7380 1 1
4370 4 1
214 4 1
10305 0 1
8344 0 1
11740 0 1
3844 0 1
1115 0 22
7346 0 14
8776 3 1
3659 3 1
3449 3 1
11126 0 2
9165 0 1
2514 0 1
3625 0 2
1664 0 22
8167 0 1
5182 0 11
3431 4 1
9131 1 1
967 2 1
11675 0 9
8946 0 1
2055 0 1
350 0 1
6581 0 1
7692 0 16
5987 0 1
11807 0 2
7914 3 1
11456 0 4
9511 0 1
2860 0 1
899 0 1
6362 0 3
11888 3 1
8894 2 1
11112 3 1
2826 3 1
12277 0 8
9292 0 25
2641 0 2
680 0 2
6927 0 1
4198 0 2
1112 3 1
7828 4 1
1094 6 1
10691 0 1
11802 0 1
10097 0 2
11680 0 1
3206 0 1
1501 0 1
6708 0 3
4747 0 21
8416 0 6
7723 4 1
10472 0 1
8527 0 1
4011 0 1
1026 0 1
7513 0 8
5552 0 1
11389 4 1
10454 3 1
11972 5 1
11037 0 1
8308 0 1
3792 0 1
1847 0 1
8078 0 1
5349 0 25
8891 3 2
3157 3 1
10818 0 1
8857 0 11
12375 0 1
2222 0 4
261 0 1
1628 0 1
7859 0 1
5898 0 1
8516 0 2
11639 0 1
9678 0 9
3027 0 15
42 0 1
6273 0 1
4568 0 1
5695 0 1
8165 3 1
8558 4 1
7544 4 1
7597 6 1
12188 0 1
9459 0 1
2808 0 6
863 0 1
7094 0 28
4109 0 3
12003 3 1
11537 3 1
11969 0 1
10008 0 1
3373 0 1
1412 0 1
6875 0 3
4914 0 1
9839 3 1
1227 3 1
610 3 1
3771 2 1
1017 3 1
10399 0 1
8694 0 1
9805 0 1
3154 0 3
1193 0 20
7424 0 1
4711 0 32
7602 0 1
4617 0 1
11204 0 1
8219 0 3
3719 0 1
2014 0 3
7221 0 1
5260 0 1
10553 3 1
5482 3 1
7594 5 1
4609 3 2
12542 0 29
2389 0 1
428 0 2
1539 0 1
8026 0 1
6065 0 1
12028 0 19
7091 5 1
9623 3 2
11550 0 3
8821 0 1
2170 0 7
209 0 2
6440 0 3
4495 0 1
5862 0 1
6872 3 1
3185 4 1
6422 3 1
11331 0 4
9370 0 1
2735 0 12
774 0 1
6237 0 1
4276 0 1
6351 8 1
4708 3 1
7721 3 2
10191 0 1
3540 0 1
555 0 1
6786 0 5
5081 0 1
10584 1 1
3506 3 1
6096 4 1
10566 0 1
8605 0 1
9972 0 12
3321 0 11
1360 0 1
7607 0 1
4622 0 1
11177 5 1
9321 3 1
10347 0 1
8386 0 4
3886 0 1
1925 0 1
7388 0 1
5427 0 1
12487 3 1
7971 3 1
8615 3 1
4307 4 1
1530 5 1
10896 0 8
9207 0 2
12453 0 3
2556 0 3
3667 0 1
1706 0 4
7937 0 19
5208 0 3
4355 0 20
8175 1 1
11717 0 1
8732 0 1
2081 0 1
376 0 1
6623 0 1
7734 0 1
5773 0 1
9571 3 2
7524 4 1
11498 0 1
9537 0 1
2902 0 1
941 0 3
6148 0 4
4443 0 1
8417 4 1
4409 1 1
12063 0 9
9334 0 1
2683 0 1
722 0 1
6953 0 22
4992 0 10
2834 2 1
1639 4 1
10326 6 1
7253 6 1
10733 0 18
11844 0 1
9883 0 1
3232 0 1
6416 5 1
6750 0 1
4789 0 2
11695 6 1
10258 0 8
8553 0 2
4053 0 1
1068 0 19
7299 0 1
5594 0 1
1907 3 1
11079 0 1
9118 0 1
2467 0 2
3834 0 1
1873 0 1
7213 3 2
5135 0 1
7935 3 2
8086 3 1
11510 3 1
10860 0 32
8899 0 1
12401 0 1
2248 0 1
303 0 1
6534 0 1
4854 5 1
5940 0 1
2680 3 1
3165 4 1
10826 3 1
4706 4 1
2662 6 1
11409 0 1
9704 0 1
3069 0 1
84 0 1
6315 0 1
4354 0 1
5721 0 21
9686 3 1
12230 0 30
9245 0 10
2594 0 28
889 0 1
7120 0 25
4151 0 8
6519 6 1
6076 4 1
7102 3 1
6485 3 1
12011 0 2
10050 0 1
12519 5 1
3415 0 11
1454 0 1
6661 0 1
4956 0 1
10459 3 1
220 4 1
5539 3 1
10425 0 1
8464 0 8
9847 0 1
3196 0 8
1235 0 1
7466 0 1
4744 2 1
3779 3 1
3162 3 2
10220 5 1
785 3 1
11246 0 1
8261 0 1
3745 0 1
2040 0 1
7263 0 2
5302 0 2
6312 3 1
9829 0 1
1615 3 1
10771 0 1
9066 0 1
12312 0 1
2431 0 1
470 0 9
1581 0 23
7812 0 3
6107 0 1
12294 3 1
11576 0 1
9631 0 26
2980 0 11
251 0 1
6482 0 1
4521 0 1
5632 0 1
2795 3 1
2329 3 1
11373 0 1
9412 0 1
2761 0 1
800 0 18
7047 0 25
4318 0 3
1232 3 1
12411 6 1
631 3 1
4216 6 1
11922 0 1
10217 0 3
3582 0 1
597 0 1
6828 0 1
4867 0 21
11419 6 1
10592 0 2
8647 0 1
9758 0 10
3107 0 9
1402 0 18
7633 0 1
4648 0 22
10574 3 1
9662 4 1
11157 0 1
5037 3 1
11727 0 1
3912 0 1
1967 0 1
7174 0 1
5469 0 25
11974 0 16
9011 3 3
733 4 1
3277 3 1
10938 0 26
8977 0 1
12495 0 9
2342 0 15
3709 0 1
1748 0 1
6930 7 1
6018 0 1
10435 6 1
6427 3 1
4082 5 1
11759 0 1
8774 0 1
2123 0 6
162 0 5
6649 0 1
7760 0 1
5815 0 1
4864 3 1
7742 3 1
6807 2 1
11284 0 1
9579 0 1
2928 0 1
983 0 1
8646 5 1
4229 0 1
11302 0 3
8203 4 1
11657 3 2
5455 4 1
12089 0 2
9095 5 1
3493 0 7
764 0 1
6995 0 1
5034 0 2
9008 4 1
730 3 1
6049 4 1
113 3 1
10519 0 1
5432 2 1
9925 0 1
3274 0 33
1313 0 1
6776 0 3
4831 0 1
193 4 1
10300 0 1
8339 0 3
10388 0 1
4095 0 1
1110 0 26
7341 0 3
5380 0 1
9048 0 24
644 4 1
10266 3 1
8561 1 1
11288 0 3
1014 4 1
11105 0 1
9144 0 1
2509 0 1
3620 0 3
1915 0 1
8146 0 2
5161 0 1
10820 3 1
980 3 1
11087 1 1
3586 3 1
11670 0 22
8941 0 1
2290 0 26
329 0 1
6560 0 1
7687 0 1
5982 0 1
10632 3 1
6992 3 1
5516 4 1
3456 2 1
11451 0 25
9490 0 19
2855 0 3
126 0 1
6357 0 1
4396 0 1
9148 0 1
1178 6 1
4362 3 1
12357 3 1
12256 0 1
9287 0 31
2636 0 1
675 0 1
7162 0 25
4177 0 15
7723 2 1
9580 3 1
8574 6 1
10686 0 1
11797 0 1
10092 0 29
3441 0 2
1480 0 1
6703 0 1
4742 0 2
1055 3 1
7718 4 1
7076 5 1
8506 0 11
2904 5 1
4006 0 3
1277 0 1
7508 0 1
5547 0 11
11939 0 1
8091 3 1
6963 3 1
11016 0 2
8303 0 1
3787 0 1
1826 0 2
7289 0 1
5328 0 1
2852 3 1
11322 2 1
8676 5 1
10813 0 1
4693 3 1
12354 0 1
2201 0 4
496 0 1
1623 0 1
7854 0 1
5893 0 1
9074 3 1
478 3 1
11186 5 1
11618 0 2
9657 0 1
3022 0 1
37 0 2
6524 0 1
4563 0 1
5674 0 1
4149 3 1
1777 3 1
4961 6 1
9454 0 1
2803 0 1
842 0 1
7073 0 23
4344 0 1
10320 3 1
1759 4 1
4326 3 1
11964 0 8
10003 0 14
3352 0 26
639 0 1
6870 0 1
4909 0 21
4292 6 1
3183 3 1
10378 0 1
8673 0 1
9784 0 1
3149 0 8
1188 0 24
7675 0 1
4690 0 31
7851 5 1
8717 6 1
1154 3 1
4799 3 2
2180 2 1
11199 0 1
8214 0 4
3954 0 6
1993 0 1
7200 0 23
5255 0 1
4560 3 1
873 4 1
7104 4 1
10980 0 16
9019 0 1
12521 0 2
2368 0 1
423 0 1
1790 0 2
8021 0 1
6060 0 1
7404 6 1
2350 3 1
7134 5 1
6938 6 1
9417 6 1
11529 0 1
8800 0 1
2165 0 8
204 0 4
6435 0 4
7802 0 1
5841 0 1
636 3 1
4721 4 1
11326 0 1
9365 0 13
2714 0 1
1009 0 1
6216 0 1
4271 0 1
10838 2 1
9180 3 1
6815 3 1
8714 5 1
12131 0 4
10170 0 1
3535 0 3
550 0 1
7037 0 18
5076 0 1
10579 3 1
8618 1 1
12296 4 1
10545 0 1
8584 0 23
9967 0 1
3316 0 1
1355 0 1
7586 0 11
4857 0 1
6969 2 1
3899 3 1
10791 0 9
235 4 1
10342 0 1
8381 0 1
3865 0 1
1136 0 21
7383 0 24
5422 0 17
6810 0 1
784 4 1
69 6 1
10891 0 1
9186 0 3
12432 0 1
2551 0 10
3662 0 2
1701 0 1
8188 0 1
5203 0 8
10103 4 1
8307 6 1
11696 0 26
8727 0 1
2076 0 1
371 0 1
6602 0 1
12128 3 2
6008 0 4
2915 3 1
7519 4 1
9100 5 1
11493 0 3
9532 0 20
2881 0 1
920 0 1
6399 0 2
4438 0 12
8705 5 1
9498 3 1
8881 3 1
12042 0 7
9313 0 1
2678 0 2
717 0 20
6948 0 31
4219 0 1
7380 3 1
8863 4 1
6914 3 1
10712 0 1
11839 0 21
9878 0 1
3227 0 1
1522 0 1
6729 0 3
11320 0 1
5200 3 1
9668 4 1
12496 0 2
11126 6 1
10253 0 2
4133 3 1
4032 0 2
1063 0 1
7550 0 1
5589 0 3
9131 3 1
3607 3 1
853 4 1
10244 0 1
11993 3 1
3397 3 2
11058 0 1
9097 0 1
2462 0 1
3829 0 18
1868 0 1
8099 0 1
5370 0 3
696 2 1
1217 3 1
10855 0 1
8894 0 1
12396 0 1
2243 0 1
282 0 3
1649 0 1
7880 0 14
5935 0 1
10336 6 1
7279 6 1
10080 0 15
3064 0 1
11404 0 2
9699 0 1
3048 0 1
79 0 1
6310 0 1
4605 0 1
9082 2 2
8080 0 12
12209 0 1
9224 0 3
2589 0 1
884 0 1
7115 0 34
4130 0 35
1060 3 1
7547 5 1
10079 3 1
6071 4 1
9613 3 1
10639 0 1
12006 0 26
10045 0 1
3394 0 17
1433 0 19
6896 0 31
4951 0 8
4334 2 1
313 4 1
6878 3 1
10420 0 7
8459 0 1
9826 0 30
3191 0 4
1230 0 27
7461 0 1
4732 0 1
6844 6 1
11225 0 1
8240 0 5
3740 0 2
2035 0 1
7242 0 11
5281 0 1
9774 2 1
8839 3 1
10766 0 7
9061 0 16
12307 0 1
2410 0 9
449 0 1
1560 0 1
8063 0 13
6102 0 3
3168 3 1
1542 3 1
11571 0 1
9610 0 10
2975 0 1
246 0 7
6477 0 1
4516 0 2
5883 0 1
7877 0 1
6875 2 1
11352 0 13
9407 0 5
2756 0 1
795 0 1
10417 5 1
4297 0 6
3188 3 1
9197 4 1
1659 6 1
5621 6 1
1193 6 1
